"screen_name","text"
"TomiLahren","The people of Tijuana don’t want these invaders either! I’ll discuss on @foxandfriends in 10 mins!"
"TomiLahren","Officer Samuel Jimenez was gunned down as he went to the aid of other officers who had been called to Mercy Hospital &amp; Medical Center about an assault. Jimenez, 28, was married with three small children. RIP <U+0001F62A>"
"TomiLahren","It’s almost @foxnation time! https://t.co/stp6LGyGT0"
"TomiLahren","All these Hollywood Libs want to boycott Georgia because the election didn’t go their way. Hmm the 2016 election didn’t go your way either so how bout you boycott the USA and GTFO?"
"TomiLahren","Oh no! @Alyssa_Milano threatens to boycott Georgia after Brian Kemp victory! What will we do without Alyssa Milano films and TV shows??!! The horror!!"
"TomiLahren","Even the people of Tijuana know this caravan is an invasion!! Now maybe Mexico knows how we feel 24/7! TURN AROUND!!!"
"TomiLahren","Typical Democrat who doesn’t support creating jobs and boosting the economy. Hey Alyssa, someone has to work to pay for all your beloved entitlement programs. The Gov pays for NOTHING the taxpayers pay for EVERYTHING so yes, creating jobs is important. https://t.co/m7MpZJ6SON"
"TomiLahren","Problem is, liberals think a credible asylum claim = “I would just rather live in the USA.” 
Wrong.
Go Home!!"
"TomiLahren","The Mayor of Tijuana, Mexico, just stated that “the City is ill-prepared to handle this many migrants, the backlog could last 6 months.” Likewise, the U.S. is ill-prepared for this invasion, and will not stand for it. They are causing crime and big problems in Mexico. Go home!"
"TomiLahren","Nancy (Botox and all) may not be the “fresh face” of the Democratic Party but she will get the job. Money talks. https://t.co/TmJccFJW2A"
"TomiLahren","If there is one thing Americans know how to do, it’s fight for our rights. Swalwell and his party fight for rights too...for illegal immigrants. Sick. https://t.co/o4upG8ij1s"
"TomiLahren","Poor Nancy isn’t feeling the love! See ya on @foxandfriends in 15 mins!"
"TomiLahren","Camp Fire missing persons list now tops 630 with at least 63 dead. Please keep California in your prayers."
"TomiLahren","Just another DREAMER!! https://t.co/zFzhz70UOb"
"TomiLahren","Do you always tweet like a weird fortune cookie? Or just when you’re high? https://t.co/fahKyaHGzN"
"TomiLahren","Oh stop with the race card. It’s tired. https://t.co/38psN2AlHu"
"TomiLahren","We ABSOLUTELY need a military presence to meet the caravan. It’s an INVASION and should be treated as such! #MigrantInvasion"
"TomiLahren","What the hell? https://t.co/y7wjsgGmXS"
"TomiLahren","When Libs try to use the Bible to justify illegal immigration.. https://t.co/ugf07RVFpz"
"TomiLahren","Michelle Obama uses her book to bash Trump and wonders why Melania Trump doesn’t want her “advice.” I’ll discuss on @FoxandFriends in 15 mins!"
"TomiLahren","Just so you guys know.. @Acosta got his press pass suspended because he went toe to toe with Trump in a very high school girl fight kind a way. @CNN still have peeps with press passes and Freedom of speech isn’t mutually exclusive to Acosta drama. https://t.co/qHS5VOQhyO"
"TomiLahren","Americans traveling to Mexico, please read and take note of what happened to our friend Taylor Meyer. https://t.co/hoPDyTZpxN"
"TomiLahren","Michelle Obama is upset Melania never asked for advice on how to be First Lady. Michelle, besides ruining school lunches what did you do?"
"TomiLahren","God Bless our firefighters! https://t.co/2CaWVbIK7t"
"TomiLahren","Taylor’s family needs answers! https://t.co/wAlS41oavB https://t.co/SXZsG5SupT"
"TomiLahren","Well @kelliwardaz would have spanked Sinema. Just sayin."
"TomiLahren","Michelle Obama wrote she was unable to put on a happy face and smile during President Donald Trump's inauguration. That’s okay, we all smiled watching you and your husband vacate the White House. Bye!"
"TomiLahren","The California Fire Fighters, FEMA and  First Responders are amazing and very brave. Thank you and God Bless you all!"
"TomiLahren","Taylor Meyer was stabbed and murdered in Mexico just days ago. Our beach community is heartbroken. We love you, Taylor. https://t.co/WhNymQz9jG"
"TomiLahren","Got to howdy-up with @tomilahren in California before show. https://t.co/2yqkxNpnDn"
"TomiLahren","Happy Veterans Day to all who served and their families. We are the greatest nation on the face of the earth because of your service and sacrifice. God bless you and God bless the USA!"
"TomiLahren","I’ve been informed by my tight-knit South Bay community that this is the man who was murdered in Playa del Carmen just 2 nights ago. His family needs answers. Mexico is not safe! https://t.co/qpjZWRhTwd https://t.co/UM6eLlNYf4"
"TomiLahren","Happy Birthday USMC! I heartfelt thank you to all the men and women who have served or are serving this great nation. We owe you everything!"
"TomiLahren","Go ahead and recount! Losers will lose twice! #FloridaRecount"
"TomiLahren","#GoodSamaritan: services for #pets displaced by the #CaliforniaFires Even free pet spa treatments! #StudioCity Their Topanga location is closed until further notice for safety reasons #SoCalFiresJamesWoods <U+0001F447><U+0001F447><U+0001F447> https://t.co/3B4uFSaJXd"
"TomiLahren","Exactly! https://t.co/4LVD7uGZ4a"
"TomiLahren","I can offer my prayers AND help get the word out. Happy to do it. Do you need to be so nasty and rude? Does that help anything? https://t.co/lF8E2XxrF6"
"TomiLahren","Maybe just maybe it is God and prayer that’s missing. Shame on CNN. https://t.co/IorwRU1bkd"
"TomiLahren","Thinking about and praying for California tonight. The shooting and the fires are absolutely devastating. It’s been a rough week here in the Golden State."
"TomiLahren","After tragedy there is often a knee jerk emotional reaction and push to take/give away our rights. This is a mistake. Give your rights away and you won’t get them back. It’s hard to come to terms with the fact that there is evil in this world that cannot always be prevented."
"TomiLahren","Oh my goodness. We should all be so lucky to have a friend like this. <U+2764><U+FE0F> https://t.co/KUmktCsbl8"
"TomiLahren","Please come on @foxandfriends and debate me on this. You either have no clue of what you’re talking about or are purposely misleading and will destroy this ignorant statement in 2min or your money back lil fella. https://t.co/QvQE7B6oCv"
"TomiLahren","True hero. https://t.co/7mwpqq8VjJ"
"TomiLahren","Can’t believe what happened in Thousand Oaks last night. Truly horrific. 12 dead including the heroic sheriff’s deputy who rushed in to save lives. #ThousandOaks"
"TomiLahren","“It was disgusting and the American people spoke” -@TomiLahren weighs in on how the Kavanaugh battle may have impacted the midterms https://t.co/7A8Pr3vud7"
"TomiLahren","“Last night the so called ‘blue wave’ was a blue puddle” -@TomiLahren https://t.co/J8ztXB0bsp"
"TomiLahren","It’s fine we lost the House. Let the Dems show the country what they’re really about- nothing. See ya in 2020!"
"TomiLahren","See you soon on @foxandfriends <U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8>"
"TomiLahren","At least we held Texas!"
"TomiLahren","Marsha Marsha Marsha!!!!!"
"TomiLahren","Tune in tonight to our Fox Nation Election Night livestream from 7-9p ET on Facebook, Twitter, YouTube, and https://t.co/F9QSK0mmNl and get instant opinion from some of the Fox Nation hosts. https://t.co/tvP2pZ3MFV"
"TomiLahren","I’ve always looked up to you. You don’t know me. Super disappointing but you do work for CNN so I’m not surprised. https://t.co/RTGtAQXLtV"
"TomiLahren","Join us LIVE on https://t.co/B10bDSDEgg and Fox News Facebook LIVE!"
"TomiLahren","Would the person who runs Hillary’s Instagram account remind her that we did save democracy, on November 8th, 2016. Thanks. https://t.co/JCQlFIeqNq"
"TomiLahren","Remember, there are Trump-deranged, man-hating, flag-burning, pink hat-wearing psychos that will get out and vote today. If you stay home, they win. Get out and VOTE! #RedWave"
"TomiLahren","I don’t know what’s gonna happen tomorrow but I can tell you one thing is for sure- if the GOP loses tomorrow you won’t see cry-ins, safe spaces, or freaks outside screaming at the sky. We will get up and go to work on Wednesday just like we always do. #RedWave"
"TomiLahren","I mean, I couldn’t chase him down but I’d give him a whoop’n if he held still. 

That’s how you do it Petey. <U+0001F602><U+0001F60F> https://t.co/U7IB2qmy9W"
"TomiLahren","Millennials are tired of politicians not delivering. We want to vote for the the party of Real Progress. That’s the party of @realdonaldtrump.

Read my op-ed here: https://t.co/pTMw0txB6U"
"TomiLahren","Pete Davidson should be counting his lucky stars he will likely never be within arm’s reach of a Navy SEAL (or real man for that matter). Sick little punk."
"TomiLahren","Don’t vote Democrat just because you don’t like Trump. Are you better off now than you were 2 years ago? Are you keeping more of what you earn? Vote on that. #RedWave"
"TomiLahren","I’ve always wanted a quote retweet from the chick who dated Lindsay Lohan before she went crazy! Thanks! https://t.co/a6OKMiJRGg"
"TomiLahren","My hair stylist is from Honduras- came here LEGALLY when she was 20. Worked 16 hour days and opened her own salon. That’s the American Dream. Not barging in here like some kind of wild animal. #MigrantInvasion"
"TomiLahren","I’ll be there! #FoxNationFounder https://t.co/q1gieKwP1e"
"TomiLahren","Just remember, a vote for Democrats is a vote for higher taxes, open borders and Nancy Pelosi. #RedWave"
"TomiLahren","This isn’t a game of red rover. Turn around. Do it the right way. #MigrantInvasion"
"TomiLahren","Doesn’t make me want to vote Democrat but does make me wish I was blind. https://t.co/GITUKljrKK"
"TomiLahren","Oh boy! https://t.co/CkZmnMYnSV"
"TomiLahren","Wow. Did you expect this? https://t.co/9qYBpCvAEz"
"TomiLahren","<U+0001F44F><U+0001F3FB><U+0001F44F><U+0001F3FB><U+0001F44F><U+0001F3FB> Stacey Dash gets it. <U+0001F44D><U+0001F3FC><U+2764><U+FE0F>
@staceydash https://t.co/Y0yHl46uTU"
"TomiLahren","I’m talking about Leftist tactics, conservative ideas &amp; failure of identity politics. YOU are talking about ME. If you’re trying to bait me into some Twitter war, it’s not going to work. It’s not about us. You can threaten me or lob low blows about my career but I’m not playing. https://t.co/d8iRSyvmNZ"
"TomiLahren","Identity politics do NOT work.The fact some in the Conservative movement are trying to weaponize race &amp; gender is truly disappointing. It’s about economic &amp; personal freedom. It’s about national &amp; border security. It’s limited government.Let the Left play the race &amp; gender cards!"
"TomiLahren","Today is Halloween but the REAL haunted house will be in Congress if you don’t get out and vote for #AmericaFirst #RedWave"
"TomiLahren","You’re right Kathy, if I was trying to impersonate you I should have worn the clown mask instead. That’s my bad! Happy Halloween! Xoxo https://t.co/LLacLMXzRY"
"TomiLahren","Trump Derangement Syndrome. Happy Halloween @kathygriffin <U+0001F618> https://t.co/MvpRYFVrFj"
"TomiLahren","Are you gonna turn on Kanye now? The ship was doomed to sink from the start but hunger for fame &amp; money was placed over the movement. Funny how he was a “free thinker” before and now he’s a “traitor.” Sounds a lot like a tactic of the Left. You made your bed, now lie in it."
"TomiLahren","Called it. #Woke https://t.co/wlPvFTA0FS"
"TomiLahren","Watch @TomiLahren give Fox News fans a First Look at Fox Nation, and discover what our new subscription streaming service is all about. Join us and become a #FoxNationFounder today! https://t.co/VieydUyQT5 https://t.co/sfDGNlkht3"
"TomiLahren","The anchor baby scheme has been abused and exploited by illegals. Amend it then end it. #AmericaFirst"
"TomiLahren","It’s time for FoxNation! https://t.co/xoxmpekxOs https://t.co/kFmgBoepsW"
"TomiLahren","'If Free Speech Offends You, Too Bad': @TomiLahren on What Fox Nation Is All About https://t.co/FKNcvX1U5U"
"TomiLahren","Greasy Gavin Newsom’s San Francisco spends over $300k to register non-citizens to vote. If that doesn’t bother you, you’re not paying attention!!"
"TomiLahren","FoxNation will be the exclusive home for my Final Thoughts! Subscribe NOW and becoming a #FoxNationFounder https://t.co/lgf4BE8VQi https://t.co/ScywNmiCsT"
"TomiLahren","ICYMI, @TomiLahren joined @foxandfriends this morning to talk about Fox Nation! Check out the merchandise you can only get if you pre-order now during our Founding Member program. https://t.co/VieydUyQT5 #FoxNationFounder https://t.co/CdibMolAjt"
"TomiLahren","Coming up…!
@CSTRabbi
@dbongino
@ArthurLHerman
@FreemanWSJ
@TomBevanRCP
@AndrewCMcCarthy
@KellyannePolls
@TheOfficerTatum
@KenPaxtonTX
@RCamposDuffy
@RepMcSally
@TomiLahren https://t.co/vo8mVOTbHc"
"TomiLahren","I’ll be on @foxandfriends tomorrow morning with more info on #FoxNationFounder <U+0001F1FA><U+0001F1F8>"
"TomiLahren","Thanks for watching! Speaking from the heart. <U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8> https://t.co/oZY84KM6er"
"TomiLahren","There is one party that wants freedom: they are Republicans.There is one party fighting for rights.They are Republicans. There is one party who believes only citizens should vote. They are Republicans. There is one party who has NO platform but, Trump is mean. They are Democrats https://t.co/8vt17lfohL"
"TomiLahren","Where are the @FoxNation founders?! Let’s go! https://t.co/jP3srv8cmp #FoxNationFounder"
"TomiLahren","Join us for a special first look at Fox Nation, tonight at 8p ET on Fox News Channel! https://t.co/VieydUQrKD https://t.co/K0fC3Z7lgx"
"TomiLahren","It’s finally here! Tonight you’ll get your FIRST look at FoxNation! Our special airs TONIGHT at 8pmET on FoxNews Channel! You won’t want to miss my Final Thoughts to close the show! Head… https://t.co/2f5Qmwkn5K"
"TomiLahren","Tonight is the night! @foxnation first look debuts at 8pmET on @FoxNews <U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8> https://t.co/59NHoMburz"
"TomiLahren","Ready for it?! https://t.co/upyMrKkf5N"
"TomiLahren","Border Walls Are 'Just Wrong'?! @TomiLahren Asks People in California About Migrant Caravan, Illegal Immigration @seanhannity https://t.co/L07S7MXVj1"
"TomiLahren","@WattersWorld is in San Diego tonight for the big Navy-Notre Dame Game! See you tonight!"
"TomiLahren","You don’t want to miss this! San Diego knows how to party! https://t.co/eLD2xB6qZg"
"TomiLahren","TUNE IN: @TomiLahren, @JesseBWatters, @PeteHegseth, @PlanetTyrus &amp; @BrittMcHenry Offer Fox Nation Sneak Preview https://t.co/5OwoogvTOn"
"TomiLahren","I know, because I’ve been through this crap before. This has nothing to do with what she said and everything to do with pinning it on something bogus to get rid of her. BS! https://t.co/YjFXacg1qt"
"TomiLahren","Border Walls Are 'Just Wrong'?! @TomiLahren Asks People in California About Migrant Caravan, Illegal Immigration #Hannity https://t.co/L07S7MXVj1"
"TomiLahren","It's not rocket science. 

@TomiLahren
WATCH<U+0001F449>https://t.co/5r2Y0OesSy https://t.co/XIQqjpIleE"
"TomiLahren","How do West Hollywood residents feel about the migrant caravan (invasion?) Find out tonight on @seanhannity @FoxNews"
"TomiLahren","Love her or hate her, what’s happening to Megyn Kelly is straight bull."
"TomiLahren","TUNE IN: @TomiLahren, @JesseBWatters, @PeteHegseth, @PlanetTyrus &amp; @BrittMcHenry Offer Fox Nation Sneak Preview https://t.co/5OwoogvTOn"
"TomiLahren",".@foxnation is set to launch on Nov. 27th. There will be plenty of your favorite @FoxNews personalities including @TomiLahren &amp; @PlanetTyrus! https://t.co/BEXLScfYXy"
"TomiLahren","Bill...the thread is not invisible. All still out there! If you don’t like the way you came across, that’s on you. I stand by every single word I said. https://t.co/myp0y9QiPO"
"TomiLahren",".@TomiLahren: Dems Will Ensure 'Migrant Caravans of Today Are Voters of Tomorrow' @foxandfriends https://t.co/EkWQjzLCVG https://t.co/U4tuCfXK3t"
"TomiLahren",".@TomiLahren: Dems Will Ensure 'Migrant Caravans of Today Are Voters of Tomorrow' @foxandfriends https://t.co/EkWQjA3ekg https://t.co/YqGPEiQVgE"
"TomiLahren","Hmmmmm... https://t.co/UU3GPe9SqB"
"TomiLahren",".@TomiLahren: Dems using caravan as political weapon to get votes https://t.co/Kqros4KLwc"
"TomiLahren","It’s not a caravan it’s an invasion and should be treated as such!! https://t.co/Adfv6zd3od"
"TomiLahren",".@TomiLahren: Dems Will Ensure 'Migrant Caravans of Today Are Voters of Tomorrow' @foxandfriends https://t.co/EkWQjA3ekg https://t.co/aNUTCJ4GXC"
"TomiLahren","Wow! Heitkamp director describes bait and switch: ""she’s being careful about pissing people off, and... if and when she gets re-elected, she’s going to be super liberal.” https://t.co/RjCGVO3Beg"
"TomiLahren",".@TomiLahren: Dems Will Ensure 'Migrant Caravans of Today Are Voters of Tomorrow' @foxandfriends https://t.co/z3xRRbb6Oh"
"TomiLahren","Democrats have controlled the narrative on illegal immigration, making Americans feel ashamed for believing in border security and enforcement. Only Donald Trump has been able to smash that narrative!! I’ll discuss on @foxandfriends in 20 mins!"
"TomiLahren","Heading to WeHo to get your take on this migrant invasion, I mean “caravan.” See ya soon!"
"TomiLahren","Illegal immigration is an activity, not a race. This isn’t a caravan, it’s an invasion. I’m all for immigration reform and it starts with a big, beautiful WALL! https://t.co/POlSgsM2TJ"
"TomiLahren","Illegal immigration hurts LEGAL immigration but good try with the BS emotional plea. <U+0001F44F><U+0001F3FC><U+0001F44F><U+0001F3FC> https://t.co/UDiwAuqyMT"
"TomiLahren","Sure, let this migrant caravan come on in. From then on every registered Democrat should be responsible for paying for every single expense they cost the rest of the American taxpayers. You want em? You pay for them. #MigrantCaravan"
"TomiLahren","When @TomiLahren says there’s undercover conservatives in California, she couldn’t be more right. I’ve only been in Cali for a few days and the amount of conservatives here that I’ve spoken to is incredible. #MakeCaliforniaGreatAgain #TakeCaliforniaBack #RedWave"
"TomiLahren","""RISE is not just a book - it is a rallying cry for Americans"" -@TomiLahren

Click here <U+2198><U+FE0F><U+2198><U+FE0F><U+2198><U+FE0F>
https://t.co/PJIavpix8E https://t.co/X5kr952BeI"
"TomiLahren","CA, today is the deadline! #RedWave https://t.co/9znbEvV2SY"
"TomiLahren","A heartfelt thank you to all who showed out at Politicon 2018! A special thank you to @clayaiken for being so kind and respectful. I hope you all got to see a different side of me on that… https://t.co/h1cx3lfS21"
"TomiLahren","Love it when verified accounts with cartoons or memes for profile photos try to ""own"" me on Twitter. Ha!"
"TomiLahren","We owe NOTHING to people trying to barge into this country. Nothing. Turn around. #BuildThatWall #MigrantCaravans"
"TomiLahren","Listening to Gavin Newsom’s ads about “courage for change” makes me nauseous. Courage to change what? President Trump’s booming economy? Or change CA back to how it was before you and Jerry Brown destroyed it along with your buddies Kamala and Nance?"
"TomiLahren","“My white privilege check didn't come in the mail last week.” - @TomiLahren #Politicon2018 https://t.co/8l87PxAYAV"
"TomiLahren","“Don't exist in an echo chamber. If all your friends think the same way, they're not challenging you. We need discussion.” - @TomiLahren #Politicon2018 https://t.co/GiCZcq0fkk"
"TomiLahren",".@TomiLahren: “If you believe in maximizing freedom, I believe the conservative movement is for you.”

#Politicon2018 https://t.co/4jDzgPdp4O"
"TomiLahren","Day 2! @Politicon 
Debate team UCLA ~ USC with @clayaiken &amp; @MrMokelly . Next: 
@TomiLahren Town Hall 
with host &amp; moderator 
@clayaiken <U+0001F1FA><U+0001F1F8> Super pumped! https://t.co/TClM8q3Nj5"
"TomiLahren","See ya later! https://t.co/XmPy15EMpH"
"TomiLahren","Final Thoughts from a cop’s daughter. https://t.co/MrKKCizY79"
"TomiLahren","Truth hurts. https://t.co/khepwgmwjZ"
"TomiLahren","On my way to @Politicon in Los Angeles!

Speaking on Sunday from 5-6PM on the “FIGHT FOR YOUR RIGHTS” panel. Looking forward to the discussion.

@tomilahren
@guypbenson 
@AP4Liberty 
@dbongino 
@RoamingMil 

Tix here: https://t.co/4BLDnHunXJ https://t.co/4eJWRNP6Mg"
"TomiLahren","A Saudi journalist is killed on the other side of the world,24/7 coverage

Over 100 journalists killed just south of our border in Mexico since 2000, including at least 9 this year, SILENCE

#FakeNews only wants to try &amp; make @realDonaldTrump look bad

#BuildTheWall"
"TomiLahren","Illegals bust over here to flee from bad situations, violence, and criminal organizations yet who are they PAYING to shepherd their butts over here??? The CRIMINAL ORGANIZATIONS. See the problem?"
"TomiLahren","These migrants think they can come busting into our country because they’ve been promised a golden ticket by Jerry Brown, Greasy Gavin Newsom, Nancy Pelosi, Schumer and the rest of the illegal immigrant coddling Left. Turn around. #GoHome #BuildthatWall"
"TomiLahren","Let me take this moment to officially endorse @JohnJamesMI in his Senate campaign in Michigan. This man has served his country honorably in the military and will do the same as a United States Senator."
"TomiLahren","This next year is going to be YUGE! https://t.co/pWfuRhzwHq"
"TomiLahren","Let’s go!! https://t.co/OZIjsbihAz"
"TomiLahren","How many days in a row are we going to have to listen to the irrelevant news of Meghan Markle’s pregnancy? Who cares? Move on."
"TomiLahren","See ya Sunday! https://t.co/RIjAEAnzHf https://t.co/dAaM5Kbh7e"
"TomiLahren","'It's an American Issue': @TomiLahren Blasts Pelosi's Claim That @realDonaldTrump's Border Wall Is 'Manhood Issue' @foxandfriends https://t.co/JHKlrhFxfM"
"TomiLahren","“A border wall is not a ‘manhood issue’ it’s an immigration issue…and it’s an American issue” -@TomiLahren reacts after Rep. Nancy Pelosi says building the wall is a 'manhood issue' for President Trump https://t.co/MMsa8kkle4"
"TomiLahren","Coming up…!
@charlipence
@TomiLahren
@JustinWallin1
@RichNoyes
@MarshaBlackburn
@Varneyco
@TomFitton
@theloftusparty https://t.co/kbSmG84rnz"
"TomiLahren","White suburban women are advancing the BLUE WAVE??? Really? That's the same crap they said in November 2016 and...Hillary is NOT my president. I'll discuss tomorrow morning on @foxandfriends"
"TomiLahren","Kathy, you’re not completely wrong here. At least Dems are forthright about their love of illegals. So-called Republicans campaign on secure borders then go to DC and do nothing. That’s not a Trump problem, it’s a RINO problem. Make no mistake, we have a GOP swamp to drain too. https://t.co/6KVOulO1uz"
"TomiLahren","Another migrant caravan coming? Boy, sure would be nice if we had that big fat wall we’ve been promised... #buildthatwall"
"TomiLahren","WOW, John James is making headway in Michigan. We are bringing jobs back to the State, and the People of Michigan appreciate it. Debbie Stabenow has been no help, if anything, a major hindrance. John James is a star, I hope the voters see it. Polls are tightening!"
"TomiLahren","Bogus ads from California Democrats about “hope and change.” Excuse me? How long have you had this state? We need to exCHANGE your sorry butts."
"TomiLahren","Only a matter of minutes before the anchors at CNN start a GoFundMe for Stormy Daniels."
"TomiLahren","Let me get this straight, it’s okay to PRETEND you’re a Native American to receive perks and benefits but it’s RACIST to point out the fraud using Native American heritage for perks and benefits???? Welcome to the Loony Left."
"TomiLahren","Elizabeth Warren AKA Chief Spreading Bull."
"TomiLahren","Excited for my townhall with Clay Aiken at Politicon on Sunday! Ask me anything. See ya then!"
"TomiLahren",".@TomiLahren: ""I don't know why we're still talking about Kanye West... I wish we were talking about building a wall. I wish we were talking about tax reform... I wish we were talking less about this and more about the issues that impact real people."" #NextRevFNC https://t.co/v4tLZMNVCv"
"TomiLahren","@TomiLahren on Kanye West: ""I don't know why we're still talking about Kanye West... I wish we were talking about building a wall. I wish we were talking about tax reform... I wish we were talking less about this and more about the issues that impact real people."" #NextRevFNC https://t.co/DedvaxyeJq"
"TomiLahren",".@TomiLahren on President Trump's critics: ""You might not like his style, you might not like his tweets, but you can't argue with the results..."" #NextRevFNC https://t.co/hsmR5e7HO5"
"TomiLahren","TONIGHT ON #NextRevFNC: Don't miss @SteveHiltonx's guest panel @TomiLahren, @reihan, and @TezlynFigaro! LIVE at 9PM ET on @FoxNews https://t.co/hqJbB11f8z"
"TomiLahren","Enough about Kanye going to the White House. Build the freakin’ wall. #Priorities"
"TomiLahren","#FlashbackFriday to 7/29 when we discussed why the Dems have become so angry - @TomiLahren: ""They hate to see this president win. They hate to see Americans win because it's bad for them when it comes to midterms...""

You'll see @TomiLahren again Sunday at 9PM ET on #NextRevFNC! https://t.co/hR7rEYW36W"
"TomiLahren","Immigration panel! Build That Wall!! https://t.co/HPQOZLnOjX"
"TomiLahren","I agree! So glad you’re on board for Marsha Blackburn! Way to go, Chels!! https://t.co/S6u8Bd80bS"
"TomiLahren","Eric Holder encourages Democrats to kick Republicans. I’m not scared of Eric but I wouldn’t mess with the Clintons...that body count seems like more than a coincidence..."
"TomiLahren","I would like to see Eric Holder attempt to kick a Republican..something tells me it wouldn’t go well for Eric."
"TomiLahren","SUNDAY! @TomiLahren joins The Next Revolution with @SteveHiltonx. Don't miss it - 9PM ET on @FoxNews #NextRevFNC https://t.co/afZIB1cyhf"
"TomiLahren","We NEED to start thinking about our ranchers and farmers. https://t.co/9xj1Ql2qMU"
"TomiLahren","Snowflakes, beware! <U+2744><U+FE0F><U+0001F645> Sunday at #Politicon2018, join millennial firebrand @TomiLahren for a town hall, hosted by @clayaiken!

Get your tickets here: https://t.co/utPnkkzK2H https://t.co/Hllqwh1oIJ"
"TomiLahren","Let’s go! #OpinionDoneRight https://t.co/XxV7roLm9x"
"TomiLahren","Um....It’s not fear mongering if it’s actually freaking happening. https://t.co/Lo94LBxEZ7"
"TomiLahren","'The Left Is Getting Nastier Than Ever': @TomiLahren Slams 'Unhinged' Political Attacks @foxandfriends https://t.co/rLyKC56aoA https://t.co/Yn88Ojdq0U"
"TomiLahren","""The left is more upset about their loses and they are going to take it out on Republicans every chance they get""- @TomiLahren https://t.co/A24G4dLX7b"
"TomiLahren","For the record, I completely disagree with what Taylor Swift said about Marsha Blackburn and believe her attitude would change if she knew more about Marsha and her record. However, Taylor is a far better role model for girls than 99% of the celebs out there. Still #TeamTaylor"
"TomiLahren","Tune in this morning at 6:20am ET! https://t.co/dNtIJc2Hxj"
"TomiLahren","Oh, imagine that! Who woulda thought CA was registering illegals to vote... Shocker!! https://t.co/yZlxoglP9w"
"TomiLahren","The Left is completely and utterly UNHINGED. I’ll discuss tomorrow morning on @foxandfriends https://t.co/PiFOcY7onZ"
"TomiLahren","We NEED country of origin labeling on our beef! https://t.co/fD2Rz3Nneh"
"TomiLahren","Happy Columbus Day!"
"TomiLahren","Take a look! https://t.co/F4ncfbm2xg"
"TomiLahren","Hiding from the dreamers? #BuildThatWall https://t.co/Tzl2mbWc8U"
"TomiLahren","Let’s be clear, I’m not with Taylor and I’m not with Kanye. I’m not for celebrities that pop off of sh*t they don’t understand. Period."
"TomiLahren","Taylor, you’re wrong. I’m so Marsha Blackburn ALL the way."
"TomiLahren","Why watch football today when you could just tune into the leftist mainstream media and watch the biggest televised temper tantrum since November 2016! Haha! #JusticeKavanaugh"
"TomiLahren","The Left doesn’t care about merit, truth, or justice. Liberalism truly is a mental illness. Get help. https://t.co/ZTHIOixnc1"
"TomiLahren","Find your safe spaces, crybabies! You’re gonna have to get used to this. We aren’t gonna stop winning and you’re not gonna stop whining. #JusticeKavanaugh"
"TomiLahren","Not sick of WINNING yet! Let’s take this victory to November! #JusticeKavanaugh"
"TomiLahren","CONFIRMED!!!"
"TomiLahren","To the “Republican” voting “NO” on Kavanaugh to get cheap brownie points from the Leftists &amp; femi-nasties, just remember they’re never gonna like you, you will never be Leftist enough. You’ve abandoned what’s Right to appease what’s Left. Run as a Democrat if that’s your game."
"TomiLahren","Caught a typo, they should ALL have (D) after their name. https://t.co/TvhwY3AeEM"
"TomiLahren","Rich celebrities with nothing to lose arrested for unlawfully protesting (against an innocent man they just don’t like) and they think they are akin to civil rights leaders. Come on."
"TomiLahren","The exercise of protesting as been irreparably cheapened by these man-hating feminists and their temper tantrums. So embarrassing."
"TomiLahren","Catching up on the new and improved Last Man Standing on a new and improved network! Turns out conservatives not only vote, we watch TV and we have a voice here too!"
"TomiLahren","News and opinion done RIGHT! https://t.co/gnU2pOVX7C"
"TomiLahren","One of Nancy’s “dreamers?” https://t.co/yLw4epbs53"
"TomiLahren","Your consistent and perpetual use of “F you” seems like quite the pathetic cry for their attention. Sad. https://t.co/1dxQGaiYNM"
"TomiLahren","For someone who thinks she’s so damn smart, you have an incredibly limited vocabulary. Oh, and Kathy...none of these people would ever touch you even with a 10 foot pole. You’re safe. https://t.co/mSh6BxwWWO"
"TomiLahren","Someone keep Jeff Snowflake out of the elevator for a couple days. #IStandWithBrett"
"TomiLahren","'Couldn't Be More Tone Deaf': @TomiLahren Takes on Hillary's Latest Attack on 'Deplorables' @foxandfriends https://t.co/CEOc8K5l4k"
"TomiLahren","Winning! https://t.co/lu24etwmcl"
"TomiLahren","Absolutely heartbreaking. Oh my goodness. https://t.co/I0wy0SXz5p"
"TomiLahren","Love it! https://t.co/qtPYQkk6Jb"
"TomiLahren","Every time she speaks, another voter turns Right! https://t.co/A3jb53fQtm"
"TomiLahren",".@TomiLahren: 'Tone deaf' Hillary wants to distract voters | @foxandfriends https://t.co/yJXgri6jGl"
"TomiLahren","“The mainstream media is all-in on killing anything that has to do with President Trump – and Kavanaugh is just another symptom of that” -@TomiLahren https://t.co/9PZdIjJKxf"
"TomiLahren","""When [Hillary Clinton] is attacking President Trump, she's actually attacking American's and his supporters""- @TomiLahren on @foxandfriends https://t.co/hXY3wjLsMR"
"TomiLahren","Hillary says President Trump’s leadership style is based on “one man, rather than the rule of law.” Um, email-deleting, private server-loving, Crooked Hillary say what???! I’ll discuss on @foxandfriends in 15 mins!"
